patreon_url,dest_name,error
https://www.patreon.com/SlackDragon/overview,datadump/patreon/overviews/s/SlackDragon.html,302
https://www.patreon.com/antagonist/overview,datadump/patreon/overviews/a/antagonist.html,302
https://www.patreon.com/smilejournals/overview,datadump/patreon/overviews/s/smilejournals.html,302
https://www.patreon.com/valkyrietarot/overview,datadump/patreon/overviews/v/valkyrietarot.html,302
https://www.patreon.com/meraki/overview,datadump/patreon/overviews/m/meraki.html,302
https://www.patreon.com/LadyChanterelle/overview,datadump/patreon/overviews/l/LadyChanterelle.html,404
https://www.patreon.com/naturallynoracrochet/overview,datadump/patreon/overviews/n/naturallynoracrochet.html,404
https://www.patreon.com/Linda_Gail/overview,datadump/patreon/overviews/l/Linda_Gail.html,404
https://www.patreon.com/tangerinetulip/overview,datadump/patreon/overviews/t/tangerinetulip.html,302
https://www.patreon.com/Hooseki/overview,datadump/patreon/overviews/h/Hooseki.html,302
https://www.patreon.com/mikescraftbeer/overview,datadump/patreon/overviews/m/mikescraftbeer.html,302
https://www.patreon.com/page10art/overview,datadump/patreon/overviews/p/page10art.html,302
https://www.patreon.com/kryscolour/overview,datadump/patreon/overviews/k/kryscolour.html,302
https://www.patreon.com/jeff4justice/overview,datadump/patreon/overviews/j/jeff4justice.html,404
https://www.patreon.com/tooweiird/overview,datadump/patreon/overviews/t/tooweiird.html,404
https://www.patreon.com/inmomorium/overview,datadump/patreon/overviews/i/inmomorium.html,302
https://www.patreon.com/inmomorium/overview,datadump/patreon/overviews/i/inmomorium.html,302
https://www.patreon.com/MartinPeterson/overview,datadump/patreon/overviews/m/MartinPeterson.html,302
https://www.patreon.com/Aurelius_GabriellePerron/overview,datadump/patreon/overviews/a/Aurelius_GabriellePerron.html,404
https://www.patreon.com/bradleyshear/overview,datadump/patreon/overviews/b/bradleyshear.html,302
https://www.patreon.com/Theritualcoach/overview,datadump/patreon/overviews/t/Theritualcoach.html,302
https://www.patreon.com/riikochan_artworks/overview,datadump/patreon/overviews/r/riikochan_artworks.html,302
https://www.patreon.com/breannadolly/overview,datadump/patreon/overviews/b/breannadolly.html,302
https://www.patreon.com/Profligacy/overview,datadump/patreon/overviews/p/Profligacy.html,302
https://www.patreon.com/DerivativeMVs/overview,datadump/patreon/overviews/d/DerivativeMVs.html,302
https://www.patreon.com/kaylaandsilas/overview,datadump/patreon/overviews/k/kaylaandsilas.html,302
https://www.patreon.com/TheWindDown/overview,datadump/patreon/overviews/t/TheWindDown.html,302
https://www.patreon.com/theconcanadian/overview,datadump/patreon/overviews/t/theconcanadian.html,302
